school_name,school_type,local_authority,sector,pupils,postcode,latitude,longitude,near_transport
Cyfarthfa High School,Secondary (ages 11-16),Merthyr Tydfil,Secondary,785.0,CF47 0LS,51.74894373315809,-3.370442968670602,True
Blessed Carlo Acutis Catholic School,Middle (ages 3-16),Merthyr Tydfil,Middle,989.0,CF47 9AN,51.75682025294166,-3.371999939351187,True
Pengam Primary,"Nursery, Infants & Juniors",Caerphilly,Primary,198.0,NP12 3ST,51.66873433967226,-3.2224654803079256,True
Fleur-de-Lys Primary,"Nursery, Infants & Juniors",Caerphilly,Primary,96.0,NP12 3UX,51.65790312378507,-3.2195531827361754,True
COED-Y-BRAIN PRIMARY,"Nursery, Infants & Juniors",Caerphilly,Primary,210.0,CF83 3LD,51.60137157983795,-3.2308017687510704,True
Markham Primary,"Nursery, Infants & Juniors",Caerphilly,Primary,201.0,NP12 0QD,51.70345408962753,-3.206566955873166,True
CWMABER JUNIOR SCHOOL,Juniors,Caerphilly,Primary,107.0,CF83 4BH,51.597832209387164,-3.269312917373254,True
Libanus Primary,"Nursery, Infants & Juniors",Caerphilly,Primary,342.0,NP12 1EH,51.66065549493861,-3.1940946586558234,True
Pontllanfraith Primary School,"Nursery, Infants & Juniors",Caerphilly,Primary,178.0,NP12 2DN,51.65809858246611,-3.183763005812043,True
Deri Primary School,"Nursery, Infants & Juniors",Caerphilly,Primary,74.0,CF81 9HZ,51.70917732984312,-3.2667689203423604,True
Crumlin High Level Primary,"Nursery, Infants & Juniors",Caerphilly,Primary,108.0,NP11 4PX,51.677751136899154,-3.143246531368871,True
PENTWYNMAWR PRIMARY SCHOOL,"Nursery, Infants & Juniors",Caerphilly,Primary,116.0,NP11 4HJ,51.658659450987244,-3.1627280846904977,True
DERWENDEG PRIMARY SCHOOL,"Nursery, Infants & Juniors",Caerphilly,Primary,195.0,CF82 7HP,51.658460934719265,-3.2367142870421617,True
Tynewydd Primary School,"Nursery, Infants & Juniors",Caerphilly,Primary,268.0,NP11 4QZ,51.67032479342884,-3.143172158976884,True
Cwmcarn Primary School,"Nursery, Infants & Juniors",Caerphilly,Primary,220.0,NP11 7LZ,51.634003689532854,-3.128705169725946,True
Waunfawr Primary,"Nursery, Infants & Juniors",Caerphilly,Primary,165.0,NP11 7PG,51.61920271138822,-3.12596892816514,True
Risca Primary,"Nursery, Infants & Juniors",Caerphilly,Primary,332.0,NP11 6DB,51.60779932744742,-3.1024946832233966,True
Fochriw Primary,"Nursery, Infants & Juniors",Caerphilly,Primary,91.0,CF81 9LL,51.7424695296118,-3.2959728112057434,True
GILFACH FARGOED PRIMARY,"Nursery, Infants & Juniors",Caerphilly,Primary,178.0,CF81 8LB,51.67731833241178,-3.2279716530346265,True
Hengoed Primary,"Nursery, Infants & Juniors",Caerphilly,Primary,147.0,CF82 7JU,51.65037226093158,-3.2320709987011025,True
Llancaeach Junior School,Juniors,Caerphilly,Primary,136.0,CF46 6NF,51.650764677273614,-3.2810974990090678,True
Llanfabon Infants School,Nursery & Infants,Caerphilly,Primary,104.0,CF46 6HL,51.64985285682961,-3.287186013753458,True
RHYDRI PRIMARY SCHOOL,"Nursery, Infants & Juniors",Caerphilly,Primary,35.0,CF83 3DF,51.57642466511572,-3.163297561129673,True
NANT Y PARC PRIMARY SCHOOL,"Nursery, Infants & Juniors",Caerphilly,Primary,210.0,CF83 4GY,51.61138382775442,-3.281634672573938,True
Pantside Primary,"Nursery, Infants & Juniors",Caerphilly,Primary,191.0,NP11 5DE,51.67058540151184,-3.1357747614851323,True
Tiryberth Primary,"Nursery, Infants & Juniors",Caerphilly,Primary,139.0,CF82 8AU,51.66371012781973,-3.229194087792712,True
Ty Isaf Infants School,Nursery & Infants,Caerphilly,Primary,110.0,NP11 6EF,51.60491906694092,-3.0912628301364613,True
CWM  IFOR  PRIMARY SCHOOL,"Nursery, Infants & Juniors",Caerphilly,Primary,215.0,CF83 2PG,51.5876435194419,-3.244215720063178,True
BRYN PRIMARY,"Nursery, Infants & Juniors",Caerphilly,Primary,178.0,NP12 2PL,51.64987018210356,-3.2033221190760797,True
YSGOL IFOR BACH,"Nursery, Infants & Juniors",Caerphilly,Primary,236.0,CF83 4AB,51.59975427400358,-3.274492189153329,True
Abercarn Primary school,"Nursery, Infants & Juniors",Caerphilly,Primary,255.0,NP11 5LH,51.65454374201425,-3.1330462441718043,True
Greenhill Primary,"Nursery, Infants & Juniors",Caerphilly,Primary,166.0,CF82 8EU,51.66502783520033,-3.2599894269797427,True
YSGOL GYMRAEG CAERFFILI,"Nursery, Infants & Juniors",Caerphilly,Primary,442.0,CF83 3HG,51.582404133408374,-3.2206857055893043,True
YSGOL GYMRAEG GILFACH FARGOD,"Nursery, Infants & Juniors",Caerphilly,Primary,109.0,CF81 8JG,51.678613673102696,-3.2279199192228347,True
YNYSDDU PRIMARY SCHOOL,"Nursery, Infants & Juniors",Caerphilly,Primary,109.0,NP11 7JH,51.62431927752531,-3.186191646163583,True
UPPER RHYMNEY PRIMARY SCHOOL,"Nursery, Infants & Juniors",Caerphilly,Primary,144.0,NP22 5EP,51.765926552817454,-3.290442266772278,True
Ysgol Y Lawnt,"Nursery, Infants & Juniors",Caerphilly,Primary,191.0,NP22 5LS,51.75917058426623,-3.28664176121313,True
Bryn Awel Primary School,"Nursery, Infants & Juniors",Caerphilly,Primary,136.0,NP22 5JJ,51.75609235170039,-3.2770354103446295,True
Ysgol Gymraeg Trelyn,"Nursery, Infants & Juniors",Caerphilly,Primary,208.0,NP12 3ST,51.668924613411384,-3.2232329574667515,True
PHILLIPSTOWN PRIMARY SCHOOL,"Nursery, Infants & Juniors",Caerphilly,Primary,148.0,NP24 6XE,51.72423983944154,-3.240506820088219,True
MAESYCWMMER PRIMARY SCHOOL,"Nursery, Infants & Juniors",Caerphilly,Primary,142.0,CF82 7PU,51.64355347754386,-3.2211769151109366,True
Bedwas Junior,Juniors,Caerphilly,Primary,156.0,CF83 8EB,51.59055134672164,-3.198967640570621,True
Machen Primary School,"Nursery, Infants & Juniors",Caerphilly,Primary,166.0,CF83 8NA,51.59594648441398,-3.1430935049495847,True
Graig-y-Rhacca Primary and Nursery Community,"Nursery, Infants & Juniors",Caerphilly,Primary,105.0,CF83 8WW,51.59365209002738,-3.168804917181968,True
Bedwas Infants,Nursery & Infants,Caerphilly,Primary,163.0,CF83 8EE,51.59261399764255,-3.201259565111707,True
HENDREDENNY PARK PRIMARY,"Nursery, Infants & Juniors",Caerphilly,Primary,266.0,CF83 2BL,51.58023244031197,-3.2469285761904656,True
CWMABER INFANTS SCHOOL,Nursery & Infants,Caerphilly,Primary,105.0,CF83 4FF,51.599812621824555,-3.2691082540092844,True
YSGOL GYMRAEG BRO ALLTA,"Nursery, Infants & Juniors",Caerphilly,Primary,282.0,CF82 7XQ,51.64147833254449,-3.2390123626384444,True
Cwmfelinfach Primary,"Nursery, Infants & Juniors",Caerphilly,Primary,203.0,NP11 7HL,51.61883586849889,-3.1797941864095125,True
YSGOL GYMRAEG CWM GWYDDON,"Nursery, Infants & Juniors",Caerphilly,Primary,275.0,NP11 5GX,51.647608676368854,-3.1333069009141883,True
Y G G  Y Castell,"Nursery, Infants & Juniors",Caerphilly,Primary,419.0,CF83 1WH,51.574702857563636,-3.2247816424960596,True
Cwrt Rawlin Primary School,"Nursery, Infants & Juniors",Caerphilly,Primary,361.0,CF83 1SN,51.56998165302128,-3.241418072827134,True
Cefn Fforest Primary,"Nursery, Infants & Juniors",Caerphilly,Primary,284.0,NP12 3JX,51.672432719077456,-3.211114136320289,True
PENLLWYN PRIMARY,"Nursery, Infants & Juniors",Caerphilly,Primary,142.0,NP12 2NT,51.65589929343133,-3.20022917693773,True
Blackwood Primary,"Nursery, Infants & Juniors",Caerphilly,Primary,372.0,NP12 1WA,51.666221390361834,-3.202020259294629,True
GLYN-GAER PRIMARY SCHOOL,"Nursery, Infants & Juniors",Caerphilly,Primary,212.0,CF82 8FF,51.664940295568826,-3.2455662608865974,True
Park Primary,"Nursery, Infants & Juniors",Caerphilly,Primary,128.0,CF81 8PN,51.68616496644431,-3.233230742929024,True
Aberbargoed Primary School,"Nursery, Infants & Juniors",Caerphilly,Primary,215.0,CF81 9DD,51.6929539498974,-3.22547231858455,True
Trinant Primary,"Nursery, Infants & Juniors",Caerphilly,Primary,181.0,NP11 3JN,51.69861088539549,-3.147010482201104,True
Ty Sign Primary School,"Nursery, Infants & Juniors",Caerphilly,Primary,425.0,NP11 6HJ,51.60999378184232,-3.092828697337818,True
Tyn-Y-Wern Primary,"Nursery, Infants & Juniors",Caerphilly,Primary,233.0,CF83 8FL,51.59250201519091,-3.1848571926373146,True
Twyn Primary,"Nursery, Infants & Juniors",Caerphilly,Primary,414.0,CF83 1UT,51.574504730435244,-3.2152124001149645,True
White Rose Primary School,"Nursery, Infants & Juniors",Caerphilly,Primary,231.0,NP24 6DW,51.7175579935304,-3.234634868798001,True
Ysgol Bro Sannan,"Nursery, Infants & Juniors",Caerphilly,Primary,118.0,CF81 9FN,51.689758330606615,-3.218904748452159,True
Plasyfelin Primary School,"Nursery, Infants & Juniors",Caerphilly,Primary,291.0,CF83 3FT,51.58202925383544,-3.224819898558004,True
St James Primary School,"Nursery, Infants & Juniors",Caerphilly,Primary,271.0,CF83 3GT,51.581752203270845,-3.2012328413055515,True
St Gwladys Bargoed School,"Nursery, Infants & Juniors",Caerphilly,Primary,438.0,CF81 8RP,51.69237070600416,-3.2313739371309125,True
Rhiw syr Dafydd Primary School,"Nursery, Infants & Juniors",Caerphilly,Primary,602.0,NP12 0NA,51.68002403387075,-3.1744270384694113,True
Ystrad Mynach Primary,"Nursery, Infants & Juniors",Caerphilly,Primary,447.0,CF82 7AQ,51.641843684690706,-3.239325811996426,True
Ysgol Gynradd Gymraeg Cwm Derwen,"Nursery, Infants & Juniors",Caerphilly,Primary,165.0,NP12 0JL,51.68067013106309,-3.1790433474286663,True
Ysgol Penalltau,"Nursery, Infants & Juniors",Caerphilly,Primary,247.0,CF82 6AP,51.65553397776887,-3.2439638814154135,True
St Helens RC Primary,"Nursery, Infants & Juniors",Caerphilly,Primary,224.0,CF83 1QH,51.580213044744454,-3.2031405972261617,True
Newbridge School,Secondary (ages 11-16),Caerphilly,Secondary,1010.0,NP11 5FR,51.6648808800585,-3.1408084064955677,True
Blackwood Comprehensive School,Secondary (ages 11-16),Caerphilly,Secondary,957.0,NP12 1ER,51.67127546429902,-3.2037014190959887,True
St Cenydd School,Secondary (ages 11-19),Caerphilly,Secondary,971.0,CF83 2RP,51.58099370210917,-3.242128955701367,True
Risca Community Comprehensive,Secondary (ages 11-16),Caerphilly,Secondary,618.0,NP11 6YY,51.605694600859344,-3.0705164723894165,True
St Martin's School,Secondary (ages 11-19),Caerphilly,Secondary,1030.0,CF83 1UW,51.569185174671425,-3.2209285924046864,True
HEOLDDU COMPREHENSIVE SCHOOL,Secondary (ages 11-19),Caerphilly,Secondary,724.0,CF81 8XL,51.688347627089044,-3.2445306503223295,True
Lewis School Pengam,Secondary (ages 11-19),Caerphilly,Secondary,645.0,CF81 8LJ,51.67295993592001,-3.2242817049777366,True
Bedwas High School,Secondary (ages 11-19),Caerphilly,Secondary,666.0,CF83 8BJ,51.5912218628699,-3.19228713150934,True
Ysgol Gyfun Cwm Rhymni,Secondary (ages 11-19),Caerphilly,Secondary,1785.0,NP12 3JQ,51.660655933380596,-3.2159548259827924,True
Islwyn High School,Secondary (ages 11-16),Caerphilly,Secondary,1047.0,NP12 0NU,51.68413376939219,-3.1770648167622055,True
Idris Davies School 3 to 18,Middle (ages 3-19),Caerphilly,Middle,812.0,NP22 5XF,51.74356594719072,-3.2709513668450985,True
Bryn Bach Primary School,"Nursery, Infants & Juniors",Blaenau Gwent,Primary,233.0,NP22 3RX,51.78625241522991,-3.2618576132290786,True
Glanhowy Primary School,"Nursery, Infants & Juniors",Blaenau Gwent,Primary,282.0,NP22 4RW,51.78300355533687,-3.2468306151509143,True
Deighton Junior and Infants,"Nursery, Infants & Juniors",Blaenau Gwent,Primary,238.0,NP22 3ES,51.78064298939218,-3.2486535050853766,True
Georgetown Junior and Infants,"Nursery, Infants & Juniors",Blaenau Gwent,Primary,430.0,NP22 4LJ,51.7666745268561,-3.2355454086880306,True
SOFRYDD PRIMARY,"Nursery, Infants & Juniors",Blaenau Gwent,Primary,152.0,NP11 5DW,51.683413010059176,-3.135066331085218,True
Cwm Primary School,"Nursery, Infants & Juniors",Blaenau Gwent,Primary,229.0,NP23 7RD,51.74447565284964,-3.1878241188104974,True
Beaufort Hill Primary,"Nursery, Infants & Juniors",Blaenau Gwent,Primary,249.0,NP23 5QD,51.79688971537186,-3.196219303973899,True
Willowtown Primary School,"Nursery, Infants & Juniors",Blaenau Gwent,Primary,483.0,NP23 6NJ,51.78132167858283,-3.215153335543208,True
Blaen-y-Cwm Primary School,"Nursery, Infants & Juniors",Blaenau Gwent,Primary,274.0,NP23 4BR,51.79549256722303,-3.173135554554589,True
Ysgol Gymraeg Brohelyg,"Nursery, Infants & Juniors",Blaenau Gwent,Primary,341.0,NP13 3DQ,51.777158586237455,-3.1689873212025095,True
Rhos y Fedwen,"Nursery, Infants & Juniors",Blaenau Gwent,Primary,123.0,NP23 5TA,51.799669335975196,-3.223156931127446,True
Ystruth Primary,"Nursery, Infants & Juniors",Blaenau Gwent,Primary,330.0,NP13 3XG,51.76706344692982,-3.154337788414433,True
St. Illtyd's Primary School,"Nursery, Infants & Juniors",Blaenau Gwent,Primary,178.0,NP13 2JT,51.69957456745724,-3.133566374506856,True
Coed y Garn Primary School,"Nursery, Infants & Juniors",Blaenau Gwent,Primary,166.0,NP13 3AH,51.77663645685424,-3.1635501707066163,True
HEOL GOFFA,Special (with post-16 provision),Carmarthenshire,Special,127.0,SA15 3LS,51.690848693900385,-4.153170750328224,True
ST MARY'S ROMAN CATHOLIC,"Nursery, Infants & Juniors",Blaenau Gwent,Primary,201.0,NP23 4EF,51.79709105476831,-3.172731277825091,True
St. MARY'S CHURCH SCHOOL,"Nursery, Infants & Juniors",Blaenau Gwent,Primary,237.0,NP23 4SF,51.80322700611779,-3.1716300511878077,True
All Saints R.C. Primary School,"Nursery, Infants & Juniors",Blaenau Gwent,Primary,210.0,NP23 6QF,51.77845319995821,-3.222748682294154,True
St. Joseph's R.C. Primary,"Nursery, Infants & Juniors",Blaenau Gwent,Primary,103.0,NP22 3RU,51.78540588406162,-3.2574677130674035,True
Tredegar Comprehensive School,Secondary (ages 11-16),Blaenau Gwent,Secondary,746.0,NP22 4BH,51.7660030081918,-3.2416650711363766,True
Brynmawr Foundation School,Secondary (ages 11-16),Blaenau Gwent,Secondary,569.0,NP23 4XT,51.80571062380722,-3.166811217862948,True
Ebbw Fawr Learning Community,Middle (ages 3-16),Blaenau Gwent,Middle,1406.0,NP23 6GL,51.775989294122084,-3.2031862179032844,True
Abertillery Learning Community,Middle (ages 3-16),Blaenau Gwent,Middle,1608.0,NP13 1HN,51.73498035387477,-3.1322335689685534,True
Llanyrafon Primary School,Infants & Juniors,Torfaen,Primary,380.0,NP44 8HW,51.649082011115176,-3.00824481652985,True
Maendy Junior and Infants,"Nursery, Infants & Juniors",Torfaen,Primary,248.0,NP44 1NH,51.65831660565109,-3.0248293779631017,True
Llantarnam Community Primary School,"Nursery, Infants & Juniors",Torfaen,Primary,371.0,NP44 3XB,51.63504638874353,-3.0075608193918213,True
Pontnewydd Primary & Nursery,"Nursery, Infants & Juniors",Torfaen,Primary,372.0,NP44 1JW,51.66122862084683,-3.0331793862734004,True
Greenmeadow Primary,Infants & Juniors,Torfaen,Primary,190.0,NP44 5YY,51.649983040912524,-3.054099024284788,True
Cwmffrwdoer Primary,"Nursery, Infants & Juniors",Torfaen,Primary,220.0,NP4 6QZ,51.710910239729806,-3.0659940431852606,True
George Street Primary School,"Nursery, Infants & Juniors",Torfaen,Primary,409.0,NP4 6BX,51.705675952015895,-3.0468465810496244,True
Ysgol Gymraeg Cwmbran Primary,"Nursery, Infants & Juniors",Torfaen,Primary,288.0,NP44 4HB,51.64555127337852,-3.0342333290903603,True
Garnteg Primary,"Nursery, Infants & Juniors",Torfaen,Primary,384.0,NP4 7SJ,51.73597511215261,-3.064382661721861,True
YSGOL BRYN ONNEN,Infants & Juniors,Torfaen,Primary,174.0,NP4 7RT,51.74585828809115,-3.064209414488567,True
Woodlands Community Primary School,"Nursery, Infants & Juniors",Torfaen,Primary,326.0,NP44 5UA,51.6622168081376,-3.047486456396085,True
New Inn Primary School,"Nursery, Infants & Juniors",Torfaen,Primary,566.0,NP4 0NG,51.69257785221234,-3.0042160088117447,True
Griffithstown Primary School,"Nursery, Infants & Juniors",Torfaen,Primary,378.0,NP4 5DN,51.68291612250268,-3.0249798310175096,True
Penygarn Community Primary School,"Nursery, Infants & Juniors",Torfaen,Primary,368.0,NP4 8JR,51.70997970172753,-3.0343045353029505,True
Blenheim Road Community Primary School,"Nursery, Infants & Juniors",Torfaen,Primary,273.0,NP44 4SZ,51.647435263845836,-3.040858280977661,True
Coed Eva Primary School,"Nursery, Infants & Juniors",Torfaen,Primary,458.0,NP44 4TG,51.640477757685744,-3.046693420757968,True
Croesyceiliog Primary School,"Nursery, Infants & Juniors",Torfaen,Primary,381.0,NP44 2LL,51.662573442910045,-3.0081632135795062,True
Nant Celyn Primary School,"Nursery, Infants & Juniors",Torfaen,Primary,442.0,NP44 7DJ,51.64236274901349,-3.038920017593654,True
Ysgol Panteg,"Nursery, Infants & Juniors",Torfaen,Primary,409.0,NP4 5HP,51.67978391347401,-3.01928952262683,True
Blaenavon Heritage VC Primary School,"Nursery, Infants & Juniors",Torfaen,Primary,472.0,NP4 9AW,51.77371757264294,-3.07738562337104,True
Cwmbran R.C. Jnr. & Infts.,"Nursery, Infants & Juniors",Torfaen,Primary,209.0,NP44 3JR,51.64880381211046,-3.022735795097763,True
St. Davids Cwmbran R.C. School,"Nursery, Infants & Juniors",Torfaen,Primary,232.0,NP44 1UF,51.66290898484772,-3.019930447795838,True
Henllys Church in Wales,Infants & Juniors,Torfaen,Primary,169.0,NP44 6JA,51.64211465646534,-3.058179759897094,True
Padre Pio RC Primary School,Infants & Juniors,Torfaen,Primary,183.0,NP4 6HL,51.70363223676373,-3.048745786972616,True
PONTHIR CHURCH IN WALES SCHOOL,Infants & Juniors,Torfaen,Primary,101.0,NP18 1GA,51.6318022003701,-2.9782568455920564,True
Croesyceiliog School,Secondary (ages 11-16),Torfaen,Secondary,1185.0,NP44 2YB,51.65539340424623,-3.0062166651059212,True
Abersychan Comprehensive,Secondary (ages 11-16),Torfaen,Secondary,739.0,NP4 7DF,51.72787141837096,-3.0606595217383554,True
West Monmouth School,Secondary (ages 11-16),Torfaen,Secondary,1149.0,NP4 5YG,51.69651670825397,-3.0376726235814084,True
Cwmbran High School,Secondary (ages 11-16),Torfaen,Secondary,1145.0,NP44 4YZ,51.64773248605335,-3.05138736921529,True
St. Albans R.C. High School,Secondary (ages 11-16),Torfaen,Secondary,824.0,NP4 6XG,51.702827115628935,-3.0388734066529826,True
Ysgol Gymraeg Gwynllyw,Middle (ages 3-19),Torfaen,Middle,808.0,NP4 8JD,51.71502856742475,-3.036837054096811,True
Gilwern Primary School,Infants & Juniors,Monmouthshire,Primary,213.0,NP7 0AY,51.82976215657928,-3.0911030332542415,True
Goytre Fawr Primary,Infants & Juniors,Monmouthshire,Primary,182.0,NP4 0AH,51.73503326560175,-2.9825846456632337,True
Undy Primary School,"Nursery, Infants & Juniors",Monmouthshire,Primary,417.0,NP26 3LZ,51.58030142587838,-2.821963698448738,True
ROGIET COUNTY PRIMARY,Infants & Juniors,Monmouthshire,Primary,198.0,NP26 3SD,51.58645952385288,-2.780678856957614,True
Pembroke Primary,"Nursery, Infants & Juniors",Monmouthshire,Primary,262.0,NP16 5JP,51.63132239719184,-2.677459525457518,True
LLANVIHANGEL CRUCORNEY COUNTY PRIMARY SCHOOL,Infants & Juniors,Monmouthshire,Primary,67.0,NP7 8DL,51.8861267687658,-2.9702138094435653,True
Thornwell Primary School,"Nursery, Infants & Juniors",Monmouthshire,Primary,254.0,NP16 5NT,51.62505843164004,-2.6693749813288603,True
Llandogo Primary,Infants & Juniors,Monmouthshire,Primary,64.0,NP25 4TJ,51.73527430656196,-2.6866666021157712,True
Shirenewton Primary School,Infants & Juniors,Monmouthshire,Primary,197.0,NP16 6RN,51.64276452837098,-2.7532625926070637,True
Trellech Junior & Infants,Infants & Juniors,Monmouthshire,Primary,169.0,NP25 4PA,51.74754653027003,-2.7244007947731057,True
The Dell Primary,Infants & Juniors,Monmouthshire,Primary,398.0,NP16 5UQ,51.643309272283076,-2.679249593236532,True
Overmonnow Primary School,"Nursery, Infants & Juniors",Monmouthshire,Primary,337.0,NP25 5BA,51.81033429535239,-2.726796931616041,True
Cross Ash County Primary School,Infants & Juniors,Monmouthshire,Primary,166.0,NP7 8PL,51.8750063388368,-2.8649408056352197,False
Ysgol Gymraeg Y Fenni,"Nursery, Infants & Juniors",Monmouthshire,Primary,271.0,NP7 6HF,51.83479043465028,-3.008955032145888,True
YSGOL GYMRAEG Y FFIN,"Nursery, Infants & Juniors",Monmouthshire,Primary,157.0,NP26 4NQ,51.59582095734896,-2.7577846425413415,True
Cantref Primary,Infants & Juniors,Monmouthshire,Primary,235.0,NP7 7DG,51.82743693541992,-3.0266109383409474,True
KYMIN VIEW PRIMARY SCHOOL,"Nursery, Infants & Juniors",Monmouthshire,Primary,145.0,NP25 3JR,51.80600751230414,-2.6998395348039503,True
Castle Park Primary School,Infants & Juniors,Monmouthshire,Primary,186.0,NP26 4HN,51.59344939586502,-2.7491673049066425,True
Llanfoist Fawr Primary,Infants & Juniors,Monmouthshire,Primary,209.0,NP7 9FD,51.81118443967544,-3.0284605893683056,True
Dewstow,"Nursery, Infants & Juniors",Monmouthshire,Primary,204.0,NP26 4EE,51.59247651974526,-2.759058351915994,True
Llantilio Pertholey CV Primary,Infants & Juniors,Monmouthshire,Primary,203.0,NP7 6LZ,51.840048908982205,-3.009487157256517,True
Usk Primary School,Infants & Juniors,Monmouthshire,Primary,261.0,NP15 1SE,51.70532173375351,-2.8977492228940154,True
Raglan Primary,Infants & Juniors,Monmouthshire,Primary,165.0,NP15 2EN,51.763898218256415,-2.848877730649708,True
Magor V A Primary School,"Nursery, Infants & Juniors",Monmouthshire,Primary,290.0,NP26 3EG,51.58000129608472,-2.8287881193040953,True
Our Lady & St Michael's RC,Infants & Juniors,Monmouthshire,Primary,203.0,NP7 5UD,51.82651710829699,-3.021968387829787,True
ST MARY'S R.C.P.SCHOOL,Infants & Juniors,Monmouthshire,Primary,117.0,NP16 5JE,51.63549843274151,-2.6787860779010217,True
ARCHBISHOP ROWAN WILLIAMS VA,Infants & Juniors,Monmouthshire,Primary,210.0,NP26 5UL,51.59184473711817,-2.7255348805655197,True
Monmouth Comprehensive School,Secondary (ages 11-19),Monmouthshire,Secondary,1696.0,NP25 3YT,51.81496694006249,-2.7093763400180846,True
Caldicot School,Secondary (ages 11-19),Monmouthshire,Secondary,1247.0,NP26 5XA,51.58952048485912,-2.7511341980613717,True
Clytha Primary School,"Nursery, Infants & Juniors",Newport,Primary,238.0,NP20 4JT,51.58487332534842,-3.011340249688717,True
Crindau Primary School,"Nursery, Infants & Juniors",Newport,Primary,367.0,NP20 5ND,51.5992083067308,-2.996354431466794,True
Eveswell Primary School,"Nursery, Infants & Juniors",Newport,Primary,486.0,NP19 8GX,51.58960061502163,-2.973336933746692,True
Maesglas Primary & Nursery,"Nursery, Infants & Juniors",Newport,Primary,294.0,NP20 3DG,51.5669137776673,-3.0106674756901994,True
Maindee Primary,"Nursery, Infants & Juniors",Newport,Primary,542.0,NP19 0AP,51.58725085585838,-2.9866094817992863,True
Malpas Court Primary,"Nursery, Infants & Juniors",Newport,Primary,232.0,NP20 6NS,51.61764177369414,-3.0120397885784773,True
St. Woolos Primary,"Nursery, Infants & Juniors",Newport,Primary,349.0,NP20 4DW,51.58488525745137,-2.9973400337676046,True
Somerton Primary,"Nursery, Infants & Juniors",Newport,Primary,182.0,NP19 9AB,51.5871518456696,-2.9595143938616255,True
Glasllwch Primary School,"Nursery, Infants & Juniors",Newport,Primary,229.0,NP20 3RH,51.58221055954498,-3.028037428999289,True
Malpas Park Jnr & Infts.,Infants & Juniors,Newport,Primary,239.0,NP20 6LE,51.61707978094016,-3.0064788804819162,True
Langstone Primary School,"Nursery, Infants & Juniors",Newport,Primary,346.0,NP18 2JU,51.61259132265753,-2.893154593754197,False
Llanmartin Junior & Infants,"Nursery, Infants & Juniors",Newport,Primary,121.0,NP18 2HB,51.59407693845756,-2.8944370346254145,True
Marshfield Primary School,"Nursery, Infants & Juniors",Newport,Primary,444.0,CF3 2UW,51.54019973354123,-3.076332494952346,True
Mount Pleasant Primary,Infants & Juniors,Newport,Primary,265.0,NP10 0AB,51.59434301542518,-3.0480605467657274,True
Rogerstone Primary,"Nursery, Infants & Juniors",Newport,Primary,477.0,NP10 9YX,51.586514353304935,-3.049727909684004,True
HIGH CROSS PRIMARY SCHOOL,"Nursery, Infants & Juniors",Newport,Primary,257.0,NP10 9AB,51.586596148618675,-3.038514524155358,True
Pentrepoeth Primary,"Nursery, Infants & Juniors",Newport,Primary,456.0,NP10 8JN,51.577563385309425,-3.0602007199662413,True
Pillgwenlly Primary School,"Nursery, Infants & Juniors",Newport,Primary,656.0,NP20 2FT,51.577611826886056,-2.992642457013878,True
Ysgol Gymraeg Casnewydd,"Nursery, Infants & Juniors",Newport,Primary,355.0,NP18 2LN,51.58508634006443,-2.934688563542758,True
Alway Primary School,"Nursery, Infants & Juniors",Newport,Primary,395.0,NP19 9QP,51.58595924985032,-2.952488881573088,True
RINGLAND PRIMARY,"Nursery, Infants & Juniors",Newport,Primary,211.0,NP19 9LU,51.58887120414365,-2.9381439740379838,True
Millbrook Primary,"Nursery, Infants & Juniors",Newport,Primary,265.0,NP20 7DQ,51.611993363547384,-3.01847084277708,True
Monnow Primary,"Nursery, Infants & Juniors",Newport,Primary,387.0,NP20 7SQ,51.60906323751514,-3.032745338615016,True
Glan Usk Primary,"Nursery, Infants & Juniors",Newport,Primary,678.0,NP19 7HF,51.60096377054075,-2.9871901498085336,False
Ysgol Gymraeg Ifor Hael,"Nursery, Infants & Juniors",Newport,Primary,193.0,NP20 7DU,51.611602216263286,-3.0169167952808564,True
Lliswerry Primary School,"Nursery, Infants & Juniors",Newport,Primary,621.0,NP19 4NG,51.57914437150115,-2.9579169676564647,True
St. Julians Primary School,"Nursery, Infants & Juniors",Newport,Primary,700.0,NP19 7UB,51.5997784725362,-2.9647039760731464,True
Ysgol Gymraeg Bro Teyrnon,"Nursery, Infants & Juniors",Newport,Primary,212.0,NP20 5QS,51.60695144253363,-3.0004229005186636,True
Caerleon Lodge Hill Primary,"Nursery, Infants & Juniors",Newport,Primary,317.0,NP18 3BY,51.61652136880228,-2.9693286646413473,True
St Andrews Primary School,"Nursery, Infants & Juniors",Newport,Primary,737.0,NP19 0GR,51.580905992125366,-2.9710893275009047,True
Gaer Primary School,"Nursery, Infants & Juniors",Newport,Primary,477.0,NP20 3GY,51.57662527080473,-3.0165643671670357,True
Tredegar Park Primary,"Nursery, Infants & Juniors",Newport,Primary,455.0,NP10 8WP,51.562656990031606,-3.0179724037616364,True
Jubilee Park Primary School,"Nursery, Infants & Juniors",Newport,Primary,364.0,NP10 9NL,51.58325609092933,-3.057213542298928,True
Milton Primary School,"Nursery, Infants & Juniors",Newport,Primary,469.0,NP19 9HB,51.59601535132997,-2.929300018356872,True
Glan Llyn Primary School,"Nursery, Infants & Juniors",Newport,Primary,459.0,NP19 4EB,51.57761460436118,-2.9359265395488032,True
