FID,uprn,school_code,school_name,la_code,local_authority,sector,governance,wm_code,welsh_medium,school_type,religious_character,address_1,address_2,address_3,address_4,postcode,phone_number,pupils,rhif_yr_ysgol,enwr_ysgol,cod_all,awdurdod_lleol,llywodraethu,cod_cc,math_o_gyfrwng_cymraeg,math_o_ysgol,cymeriad_crefyddol,cyfeiriad_1,cyfeiriad_2,cyfeiriad_3,cyfeiriad_4,cod_post,rhif_ffon,disgyblion,id,geom
maintained_schools_wg.413,200001847143,6652282,Ysgol Llan y pwll,665,Wrexham,Primary,Community,WM,Welsh medium school / provision (including transitional),"Nursery, Infants & Juniors",Not available,Ysgol Llan-y-pwll,Borras Park Road,,Wrexham,LL12 7TH,01978594101,47,6652282,Ysgol Llan y pwll,665,Wrecsam,Cymuned,WM,Cyfrwng Cymraeg,"Iau, babanod a meithrin",Ddim ar gael,Ysgol Llan-y-pwll,Borras Park Road,,Wrexham,LL12 7TH,01978594101,47,413,POINT (-2.9702584591441257 53.06032123355188)
maintained_schools_wg.414,10013548860,6653028,St Peter's School,665,Wrexham,Primary,Voluntary controlled,EM,English medium school / provision,"Nursery, Infants & Juniors",Church in Wales,Chapel Lane,Rossett,Wrexham,,LL12 0EE,01244570594,205,6653028,St Peter's School,665,Wrecsam,Gwirfoddol a Reolir,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",Eglwys yng Nghymru,Chapel Lane,Rossett,Wrexham,,LL12 0EE,01244570594,205,414,POINT (-2.940122687866781 53.11089606343391)
maintained_schools_wg.415,10013545520,6653036,Pentre CIW Voluntary Controlled,665,Wrexham,Primary,Voluntary controlled,EM,English medium school / provision,"Nursery, Infants & Juniors",Church in Wales,Pentre,Chirk,Wrexham,,LL14 5AW,01691773322,47,6653036,Pentre CIW Voluntary Controlled,665,Wrecsam,Gwirfoddol a Reolir,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",Eglwys yng Nghymru,Pentre,Chirk,Wrexham,,LL14 5AW,01691773322,47,415,POINT (-3.0607868427975005 52.95960361558415)
maintained_schools_wg.416,10013540951,6653042,Eyton Primary School,665,Wrexham,Primary,Voluntary controlled,EM,English medium school / provision,"Nursery, Infants & Juniors",Church in Wales,Bangor Road,Eyton,Wrexham,,LL13 0YD,01978823392,48,6653042,Eyton Primary School,665,Wrecsam,Gwirfoddol a Reolir,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",Eglwys yng Nghymru,Bangor Road,Eyton,Wrexham,,LL13 0YD,01978823392,48,416,POINT (-2.9885834414229797 52.99871055976407)
maintained_schools_wg.417,10013549911,6653054,BORDERBROOK SCHOOL,665,Wrexham,Primary,Voluntary controlled,EM,English medium school / provision,"Nursery, Infants & Juniors",Church in Wales,Talwrn Green,Malpas,Willington,Wrexham,SY14 7LJ,01948770676,12,6653054,BORDERBROOK SCHOOL,665,Wrecsam,Gwirfoddol a Reolir,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",Eglwys yng Nghymru,Talwrn Green,Malpas,Willington,Wrexham,SY14 7LJ,01948770676,12,417,POINT (-2.8252522952097983 52.991299828262235)
maintained_schools_wg.418,10013540401,6653055,St Giles Controlled Primary School,665,Wrexham,Primary,Voluntary controlled,EM,English medium school / provision,"Nursery, Infants & Juniors",Church in Wales,Madeira Hill ,Wrexham,,,LL13 7DG,01978318880,396,6653055,St Giles Controlled Primary School,665,Wrecsam,Gwirfoddol a Reolir,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",Eglwys yng Nghymru,Madeira Hill ,Wrexham,,,LL13 7DG,01978318880,396,418,POINT (-2.993317545314735 53.04232224716391)
maintained_schools_wg.419,10013542106,6653301,BRONINGTON CHURCH IN WALES V.A,665,Wrexham,Primary,Voluntary aided,EM,English medium school / provision,"Nursery, Infants & Juniors",Church in Wales,School Lane,Bronington,Whitchurch,Wrexham,SY13 3HN,01948780283,44,6653301,BRONINGTON CHURCH IN WALES V.A,665,Wrecsam,Gwirfoddol a Gynorthwyir,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",Eglwys yng Nghymru,School Lane,Bronington,Whitchurch,Wrexham,SY13 3HN,01948780283,44,419,POINT (-2.765300747310768 52.95058806802182)
maintained_schools_wg.420,10070388594,6653305,Madras VA School,665,Wrexham,Primary,Voluntary aided,EM,English medium school / provision,"Nursery, Infants & Juniors",Church in Wales,Penley,Wrexham,,,LL13 0LU,01978710419,121,6653305,Madras VA School,665,Wrecsam,Gwirfoddol a Gynorthwyir,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",Eglwys yng Nghymru,Penley,Wrexham,,,LL13 0LU,01978710419,121,420,POINT (-2.8763031515969493 52.954302237943345)
maintained_schools_wg.421,10013549689,6653326,St Chad's Church in Wales Aided School,665,Wrexham,Primary,Voluntary aided,EM,English medium school / provision,"Nursery, Infants & Juniors",Church in Wales,Hanmer,Whitchurch,Wrexham,,SY13 3DG,01948830238,107,6653326,St Chad's Church in Wales Aided School,665,Wrecsam,Gwirfoddol a Gynorthwyir,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",Eglwys yng Nghymru,Hanmer,Whitchurch,Wrexham,,SY13 3DG,01948830238,107,421,POINT (-2.8138705906915393 52.95251571996427)
maintained_schools_wg.422,10004520305,6653334,St Mary's RC Primary,665,Wrexham,Primary,Voluntary aided,EM,English medium school / provision,"Nursery, Infants & Juniors",Roman Catholic,Lea Road,Wrexham,,,LL13 7NA,01978352406,342,6653334,St Mary's RC Primary,665,Wrecsam,Gwirfoddol a Gynorthwyir,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",Eglwys Gatholig,Lea Road,Wrexham,,,LL13 7NA,01978352406,342,422,POINT (-2.99728204248962 53.044225221538156)
maintained_schools_wg.423,10013548294,6653337,Minera,665,Wrexham,Primary,Voluntary aided,EM,English medium school / provision,"Nursery, Infants & Juniors",Church in Wales,Minera Hall Road,Minera,Wrexham,,LL11 3YE,01978269500,91,6653337,Minera,665,Wrecsam,Gwirfoddol a Gynorthwyir,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",Eglwys yng Nghymru,Minera Hall Road,Minera,Wrexham,,LL11 3YE,01978269500,91,423,POINT (-3.0865102345413726 53.058616332505075)
maintained_schools_wg.424,10013544896,6653338,All Saints Voluntary Aided Sch,665,Wrexham,Primary,Voluntary aided,EM,English medium school / provision,"Nursery, Infants & Juniors",Church in Wales,School Hill,Gresford,Wrexham,,LL12 8RW,01978852342,366,6653338,All Saints Voluntary Aided Sch,665,Wrecsam,Gwirfoddol a Gynorthwyir,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",Eglwys yng Nghymru,School Hill,Gresford,Wrexham,,LL12 8RW,01978852342,366,424,POINT (-2.977481145199908 53.08664189893822)
maintained_schools_wg.425,10070386404,6653341,St Mary's Church in Wales,665,Wrexham,Primary,Voluntary aided,EM,English medium school / provision,"Nursery, Infants & Juniors",Church in Wales,Park Street,Ruabon,Wrexham,,LL14 6LE,01978820979,213,6653341,St Mary's Church in Wales,665,Wrecsam,Gwirfoddol a Gynorthwyir,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",Eglwys yng Nghymru,Park Street,Ruabon,Wrexham,,LL14 6LE,01978820979,213,425,POINT (-3.0374470796474955 52.98680942966561)
maintained_schools_wg.426,10013546452,6653342,Brymbo Aided (St. Mary's),665,Wrexham,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",Church in Wales,Ael y Bryn,Brymbo,Wrexham,,LL11 5DA,01978722970,135,6653342,Brymbo Aided (St. Mary's),665,Wrecsam,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",Eglwys yng Nghymru,Ael y Bryn,Brymbo,Wrexham,,LL11 5DA,01978722970,135,426,POINT (-3.054330808936926 53.079303949857014)
maintained_schools_wg.427,10013547933,6653343,St Anne's Catholic Primary,665,Wrexham,Primary,Voluntary aided,EM,English medium school / provision,"Nursery, Infants & Juniors",Roman Catholic,Prince Charles Road,Wrexham,,,LL13 8TH,01978261623,169,6653343,St Anne's Catholic Primary,665,Wrecsam,Gwirfoddol a Gynorthwyir,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",Eglwys Gatholig,Prince Charles Road,Wrexham,,,LL13 8TH,01978261623,169,427,POINT (-2.9708392178958967 53.04395705862902)
maintained_schools_wg.428,10070387357,6653346,St Mary's Overton,665,Wrexham,Primary,Voluntary aided,EM,English medium school / provision,"Nursery, Infants & Juniors",Church in Wales,School Lane,Overton On Dee,Wrexham,,LL13 0ES,01978710370,147,6653346,St Mary's Overton,665,Wrecsam,Gwirfoddol a Gynorthwyir,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",Eglwys yng Nghymru,School Lane,Overton On Dee,Wrexham,,LL13 0ES,01978710370,147,428,POINT (-2.9322413748464977 52.971585931624794)
maintained_schools_wg.429,10013541722,6653347,St Paul's Voluntary Aided,665,Wrexham,Primary,Voluntary aided,EM,English medium school / provision,"Nursery, Infants & Juniors",Church in Wales,Bowling Bank,Isycoed,Wrexham,,LL13 9RL,01978661556,32,6653347,St Paul's Voluntary Aided,665,Wrecsam,Gwirfoddol a Gynorthwyir,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",Eglwys yng Nghymru,Bowling Bank,Isycoed,Wrexham,,LL13 9RL,01978661556,32,429,POINT (-2.8965535379097562 53.04378515560545)
maintained_schools_wg.430,10070384682,6654029,Grango,665,Wrexham,Secondary,Community,EM,English medium school / provision,Secondary (ages 11-16),---,Vinegar Hill,Rhos,Wrexham,,LL14 1EL,01978833010,580,6654029,Grango,665,Wrecsam,Cymuned,EM,Cyfrwng Saesneg,Uwchradd (ystod oedran 11-16),---,Vinegar Hill,Rhos,Wrexham,,LL14 1EL,01978833010,580,430,POINT (-3.0560189532382904 53.015401755797924)
maintained_schools_wg.431,200001498932,6654032,YSGOL MORGAN LLWYD,665,Wrexham,Secondary,Community,WM,Welsh medium school / provision (including transitional),Secondary (ages 11-19),---,Ffordd Cefn,Wrecsam,,,LL13 9NG,01978315050,930,6654032,YSGOL MORGAN LLWYD,665,Wrecsam,Cymuned,WM,Cyfrwng Cymraeg,Uwchradd (ystod oedran 11-19),---,Ffordd Cefn,Wrecsam,,,LL13 9NG,01978315050,930,431,POINT (-2.969643545356537 53.05090747616851)
maintained_schools_wg.432,10004519834,6654033,Ysgol Bryn Alyn,665,Wrexham,Secondary,Community,EM,English medium school / provision,Secondary (ages 11-16),---,Church Street,Gwersyllt,Wrexham,,LL11 4HB,01978720700,701,6654033,Ysgol Bryn Alyn,665,Wrecsam,Cymuned,EM,Cyfrwng Saesneg,Uwchradd (ystod oedran 11-16),---,Church Street,Gwersyllt,Wrexham,,LL11 4HB,01978720700,701,432,POINT (-3.024125649254466 53.07502722340328)
maintained_schools_wg.433,10070384375,6654034,Darland High School,665,Wrexham,Secondary,Community,EM,English medium school / provision,Secondary (ages 11-16),---,Chester Road,Rossett,Wrexham,,LL12 0DL,01244570588,682,6654034,Darland High School,665,Wrecsam,Cymuned,EM,Cyfrwng Saesneg,Uwchradd (ystod oedran 11-16),---,Chester Road,Rossett,Wrexham,,LL12 0DL,01244570588,682,433,POINT (-2.9376913122193677 53.11312662033352)
maintained_schools_wg.434,10070387551,6654044,Ysgol Rhiwabon,665,Wrexham,Secondary,Community,EM,English medium school / provision,Secondary (ages 11-19),---,Ruabon,Wrexham,,,LL14 6BT,01978822392,509,6654044,Ysgol Rhiwabon,665,Wrecsam,Cymuned,EM,Cyfrwng Saesneg,Uwchradd (ystod oedran 11-19),---,Ruabon,Wrexham,,,LL14 6BT,01978822392,509,434,POINT (-3.0482984215553897 52.9885980808195)
maintained_schools_wg.435,10013547755,6654048,Rhosnesni High School,665,Wrexham,Secondary,Community,EM,English medium school / provision,Secondary (ages 11-16),---,Rhosnesni Lane,Wrexham,,,LL13 9ET,01978340840,1091,6654048,Rhosnesni High School,665,Wrecsam,Cymuned,EM,Cyfrwng Saesneg,Uwchradd (ystod oedran 11-16),---,Rhosnesni Lane,Wrexham,,,LL13 9ET,01978340840,1091,435,POINT (-2.973510659626029 53.05494127219973)
maintained_schools_wg.436,10091698043,6654049,Ysgol Clywedog,665,Wrexham,Secondary,Community,EM,English medium school / provision,Secondary (ages 11-16),---,Ruthin Road,Wrexham,,,LL13 7UB,01978346800,801,6654049,Ysgol Clywedog,665,Wrecsam,Cymuned,EM,Cyfrwng Saesneg,Uwchradd (ystod oedran 11-16),---,Ruthin Road,Wrexham,,,LL13 7UB,01978346800,801,436,POINT (-3.011420236325654 53.043070506742815)
maintained_schools_wg.437,10013547504,6654603,St Joseph's Catholic and Anglican High,665,Wrexham,Secondary,Voluntary aided,EM,English medium school / provision,Secondary (ages 11-16),Roman Catholic & Anglican,Sontley Road,Wrexham,,,LL13 7EN,01978360310,748,6654603,St Joseph's Catholic and Anglican High,665,Wrecsam,Gwirfoddol a Gynorthwyir,EM,Cyfrwng Saesneg,Uwchradd (ystod oedran 11-16),Eglwys Gatholig & Anglicanaidd,Sontley Road,Wrexham,,,LL13 7EN,01978360310,748,437,POINT (-2.9967848694368446 53.037831488225535)
maintained_schools_wg.438,10070385351,6655401,THE MAELOR SCHOOL,665,Wrexham,Secondary,Foundation,EM,English medium school / provision,Secondary (ages 11-19),---,Penley,Wrexham,,,LL13 0LU,01948830291,787,6655401,THE MAELOR SCHOOL,665,Wrecsam,Sefydledig,EM,Cyfrwng Saesneg,Uwchradd (ystod oedran 11-19),---,Penley,Wrexham,,,LL13 0LU,01948830291,787,438,POINT (-2.868653891917889 52.95290210357394)
maintained_schools_wg.439,10011774677,6662002,ABERMULE PRIMARY SCHOOL,666,Powys,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Abermule,Montgomery,Powys,,SY15 6ND,01686630240,79,6662002,ABERMULE PRIMARY SCHOOL,666,Powys,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Abermule,Montgomery,Powys,,SY15 6ND,01686630240,79,439,POINT (-3.2363603454993903 52.545499951745754)
maintained_schools_wg.440,10011769219,6662003,ARDDLEEN C.P. SCHOOL,666,Powys,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Arddleen,Llanymynech,Powys,,SY22 6RT,01938590445,111,6662003,ARDDLEEN C.P. SCHOOL,666,Powys,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Arddleen,Llanymynech,Powys,,SY22 6RT,01938590445,111,440,POINT (-3.101015870291138 52.73385172206122)
maintained_schools_wg.441,10011761058,6662005,BERRIEW C.P. SCHOOL,666,Powys,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Berriew,Welshpool,Powys,,SY21 8BA,01686640312,105,6662005,BERRIEW C.P. SCHOOL,666,Powys,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Berriew,Welshpool,Powys,,SY21 8BA,01686640312,105,441,POINT (-3.205215573507057 52.601475067879555)
maintained_schools_wg.442,10011796150,6662008,CAERSWS C.P. SCHOOL,666,Powys,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Maesawelon,Caersws,Powys,,SY17 5HG,01686688458,84,6662008,CAERSWS C.P. SCHOOL,666,Powys,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Maesawelon,Caersws,Powys,,SY17 5HG,01686688458,84,442,POINT (-3.424568020003572 52.520544789485534)
maintained_schools_wg.443,10011796128,6662009,CARNO C.P. SCHOOL,666,Powys,Primary,Community,WM,Welsh medium school / provision (including transitional),"Nursery, Infants & Juniors",---,Carno,Y Drenewydd,Powys,,SY17 5LH,01686420209,38,6662009,CARNO C.P. SCHOOL,666,Powys,Cymuned,WM,Cyfrwng Cymraeg,"Iau, babanod a meithrin",---,Carno,Y Drenewydd,Powys,,SY17 5LH,01686420209,38,443,POINT (-3.5342010742804946 52.55675006170153)
maintained_schools_wg.444,10011768970,6662010,CARREGHOFA C.P. SCHOOL,666,Powys,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Llanymynech,Powys,,,SY22 6PA,01691830396,99,6662010,CARREGHOFA C.P. SCHOOL,666,Powys,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Llanymynech,Powys,,,SY22 6PA,01691830396,99,444,POINT (-3.097726816040243 52.778644478621366)
maintained_schools_wg.445,10011761688,6662018,LEIGHTON C.P. SCHOOL,666,Powys,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Leighton,Welshpool,Powys,,SY21 8HH,01938553261,50,6662018,LEIGHTON C.P. SCHOOL,666,Powys,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Leighton,Welshpool,Powys,,SY21 8HH,01938553261,50,445,POINT (-3.1215755973237096 52.64852510021499)
maintained_schools_wg.446,10011806456,6662019,YSGOL LLANBRYNMAIR,666,Powys,Primary,Community,WM,Welsh medium school / provision (including transitional),"Nursery, Infants & Juniors",---,Llanbrynmair,Powys,,,SY19 7DJ,01650521339,35,6662019,YSGOL LLANBRYNMAIR,666,Powys,Cymuned,WM,Cyfrwng Cymraeg,"Iau, babanod a meithrin",---,Llanbrynmair,Powys,,,SY19 7DJ,01650521339,35,446,POINT (-3.62862832930673 52.610457496038805)
maintained_schools_wg.447,10011795989,6662020,LLANDINAM C.P. SCHOOL,666,Powys,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Llandinam,Powys,,,SY17 5BY,01686688457,33,6662020,LLANDINAM C.P. SCHOOL,666,Powys,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Llandinam,Powys,,,SY17 5BY,01686688457,33,447,POINT (-3.434842395708012 52.485894200369394)
maintained_schools_wg.448,10011769628,6662033,MEIFOD C.P. SCHOOL,666,Powys,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Meifod,Powys,,,SY22 6DF,01938500300,62,6662033,MEIFOD C.P. SCHOOL,666,Powys,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Meifod,Powys,,,SY22 6DF,01938500300,62,448,POINT (-3.254919047743791 52.71148351077655)
maintained_schools_wg.449,10011783341,6662040,PENYGLODDFA C.P. SCHOOL,666,Powys,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,School Lane,,,Newtown,SY16 2DF,01686626715,270,6662040,PENYGLODDFA C.P. SCHOOL,666,Powys,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,School Lane,,,Newtown,SY16 2DF,01686626715,270,449,POINT (-3.3168299376175585 52.51933456352595)
maintained_schools_wg.450,10011770674,6662041,PONTROBERT C.P. SCHOOL,666,Powys,Primary,Community,WM,Welsh medium school / provision (including transitional),"Nursery, Infants & Juniors",---,Meifod,Powys,,,SY22 6JN,01938500394,67,6662041,PONTROBERT C.P. SCHOOL,666,Powys,Cymuned,WM,Cyfrwng Cymraeg,"Iau, babanod a meithrin",---,Meifod,Powys,,,SY22 6JN,01938500394,67,450,POINT (-3.3236446603091765 52.70307936098477)
maintained_schools_wg.451,10011794870,6662044,YSGOL DYFFRYN TRANNON,666,Powys,Primary,Community,DS,Welsh medium school / provision (including transitional),"Nursery, Infants & Juniors",---,Trefeglwys,Newtown,Powys,,SY17 5PH,01686430644,98,6662044,YSGOL DYFFRYN TRANNON,666,Powys,Cymuned,DS,Ddwy ffrwd,"Iau, babanod a meithrin",---,Trefeglwys,Newtown,Powys,,SY17 5PH,01686430644,98,451,POINT (-3.5155975250120433 52.50587450798279)
maintained_schools_wg.452,10011763606,6662049,GUILSFIELD C.P. SCHOOL,666,Powys,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Guilsfield,Nr Welshpool,Powys,,SY21 9ND,01938553979,145,6662049,GUILSFIELD C.P. SCHOOL,666,Powys,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Guilsfield,Nr Welshpool,Powys,,SY21 9ND,01938553979,145,452,POINT (-3.1565862213323235 52.694826112273574)
maintained_schools_wg.453,100101034359,6662050,LLANIDLOES C.P. SCHOOL,666,Powys,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Llangurig Road,Llanidloes,Powys,,SY18 6EX,01686412603,267,6662050,LLANIDLOES C.P. SCHOOL,666,Powys,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Llangurig Road,Llanidloes,Powys,,SY18 6EX,01686412603,267,453,POINT (-3.5445774171674977 52.44347659218518)
maintained_schools_wg.454,10011762702,6662051,BUTTINGTON TREWERN C.P. SCHOOL,666,Powys,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Buttington,Welshpool,Powys,,SY21 8TB,01938570283,133,6662051,BUTTINGTON TREWERN C.P. SCHOOL,666,Powys,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Buttington,Welshpool,Powys,,SY21 8TB,01938570283,133,454,POINT (-3.075544854598739 52.6879806260374)
maintained_schools_wg.455,10011802838,6662053,BRYNHAFREN C.P. SCHOOL,666,Powys,Primary,Community,EM,English medium school / provision,Infants & Juniors,---,Bryn Hafren,,,Shrewsbury,SY5 9BJ,01743884455,34,6662053,BRYNHAFREN C.P. SCHOOL,666,Powys,Cymuned,EM,Cyfrwng Saesneg,Iau a babanod,---,Bryn Hafren,,,Shrewsbury,SY5 9BJ,01743884455,34,455,POINT (-3.005929325857182 52.731172812572744)
maintained_schools_wg.456,10011775487,6662054,CHURCHSTOKE C.P. SCHOOL,666,Powys,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Churchstoke,Montgomery,Powys,,SY15 6AA,01588620330,38,6662054,CHURCHSTOKE C.P. SCHOOL,666,Powys,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Churchstoke,Montgomery,Powys,,SY15 6AA,01588620330,38,456,POINT (-3.0742797522645264 52.53824835245604)
maintained_schools_wg.457,10011801687,6662058,YSGOL GYNRADD GLANTWYMYN,666,Powys,Primary,Community,WM,Welsh medium school / provision (including transitional),"Nursery, Infants & Juniors",---,Cemmaes Road,Machynlleth,Powys,,SY20 8LX,01650511394,78,6662058,YSGOL GYNRADD GLANTWYMYN,666,Powys,Cymuned,WM,Cyfrwng Cymraeg,"Iau, babanod a meithrin",---,Cemmaes Road,Machynlleth,Powys,,SY20 8LX,01650511394,78,457,POINT (-3.739397291016633 52.624856619456416)
maintained_schools_wg.458,10011743943,6662059,YSGOL PENNANT,666,Powys,Primary,Community,WM,Welsh medium school / provision (including transitional),"Nursery, Infants & Juniors",---,Penybont Fawr,Oswestry,Salop,,SY10 0PD,01691860326,71,6662059,YSGOL PENNANT,666,Powys,Cymuned,WM,Cyfrwng Cymraeg,"Iau, babanod a meithrin",---,Penybont Fawr,Oswestry,Salop,,SY10 0PD,01691860326,71,458,POINT (-3.3537707473417933 52.811453316564204)
maintained_schools_wg.459,200002961919,6662060,MAESYRHANDIR C.P. SCHOOL,666,Powys,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Newtown,Powys,,,SY16 1LH,01686626337,100,6662060,MAESYRHANDIR C.P. SCHOOL,666,Powys,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Newtown,Powys,,,SY16 1LH,01686626337,100,459,POINT (-3.327522949423607 52.504340502245334)
maintained_schools_wg.460,10011779075,6662062,TREOWEN C.P. SCHOOL,666,Powys,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Newtown,Powys,,,SY16 1NH,01686627569,91,6662062,TREOWEN C.P. SCHOOL,666,Powys,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Newtown,Powys,,,SY16 1NH,01686627569,91,460,POINT (-3.309305413493626 52.51138280129473)
maintained_schools_wg.461,10011731061,6662066,FRANKSBRIDGE C.P. SCHOOL,666,Powys,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Franksbridge,Llandrindod Wells,Powys,,LD1 5SA,01982570275,37,6662066,FRANKSBRIDGE C.P. SCHOOL,666,Powys,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Franksbridge,Llandrindod Wells,Powys,,LD1 5SA,01982570275,37,461,POINT (-3.290374627501965 52.1971422569886)
maintained_schools_wg.462,10011732169,6662068,LLANBISTER C.P. SCHOOL,666,Powys,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Llanbister,Llandrindod Wells,Powys,,LD1 6TN,01597840258,58,6662068,LLANBISTER C.P. SCHOOL,666,Powys,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Llanbister,Llandrindod Wells,Powys,,LD1 6TN,01597840258,58,462,POINT (-3.310555017180066 52.35131806000279)
maintained_schools_wg.463,10011732285,6662070,YSGOL CEFNLLYS,666,Powys,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Cefnllys Lane,Llandrindod Wells,Powys,,LD1 5WA,01597822297,198,6662070,YSGOL CEFNLLYS,666,Powys,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Cefnllys Lane,Llandrindod Wells,Powys,,LD1 5WA,01597822297,198,463,POINT (-3.3724497384905776 52.23944390494114)
maintained_schools_wg.464,10011741570,6662075,PRESTEIGNE C.P. SCHOOL,666,Powys,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Slough Road,Presteigne,Powys,,LD8 2NH,01544267422,173,6662075,PRESTEIGNE C.P. SCHOOL,666,Powys,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Slough Road,Presteigne,Powys,,LD8 2NH,01544267422,173,464,POINT (-3.0114398320205487 52.27172227433452)
maintained_schools_wg.465,10011741718,6662076,RADNOR VALLEY C.P. SCHOOL,666,Powys,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,New Radnor,Presteigne,Powys,,LD8 2SS,01544350203,48,6662076,RADNOR VALLEY C.P. SCHOOL,666,Powys,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,New Radnor,Presteigne,Powys,,LD8 2SS,01544350203,48,465,POINT (-3.151083555374268 52.23943053988104)
maintained_schools_wg.466,10011733073,6662077,CROSSGATES C.P. SCHOOL,666,Powys,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Crossgates,Llandrindod Wells,Powys,,LD1 6RE,01597851667,145,6662077,CROSSGATES C.P. SCHOOL,666,Powys,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Crossgates,Llandrindod Wells,Powys,,LD1 6RE,01597851667,145,466,POINT (-3.3355007146560784 52.27561776360219)
maintained_schools_wg.467,10011759078,6662084,YSGOL DOLAFON,666,Powys,Primary,Community,EM,English medium school / provision,"Nursery, Infants & Juniors",---,Llanwrtyd Wells,Powys,,,LD5 4RA,01591610326,41,6662084,YSGOL DOLAFON,666,Powys,Cymuned,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",---,Llanwrtyd Wells,Powys,,,LD5 4RA,01591610326,41,467,POINT (-3.6419029996161183 52.107463643814995)
maintained_schools_wg.468,10011740313,6662089,BUILTH WELLS C.P. SCHOOL,666,Powys,Primary,Community,DS,Dual language school / provision (Welsh and English) (including transitional),"Nursery, Infants & Juniors",---,Hospital Road,Builth Wells,Powys,,LD2 3GA,01982553600,238,6662089,BUILTH WELLS C.P. SCHOOL,666,Powys,Cymuned,DS,Ddwy ffrwd,"Iau, babanod a meithrin",---,Hospital Road,Builth Wells,Powys,,LD2 3GA,01982553600,238,468,POINT (-3.4088720671269734 52.14712405181555)
