FID,uprn,school_code,school_name,la_code,local_authority,sector,governance,wm_code,welsh_medium,school_type,religious_character,address_1,address_2,address_3,address_4,postcode,phone_number,pupils,rhif_yr_ysgol,enwr_ysgol,cod_all,awdurdod_lleol,llywodraethu,cod_cc,math_o_gyfrwng_cymraeg,math_o_ysgol,cymeriad_crefyddol,cyfeiriad_1,cyfeiriad_2,cyfeiriad_3,cyfeiriad_4,cod_post,rhif_ffon,disgyblion,id,geom
maintained_schools_wg.58,100101029742,6602135,Ysgol Gymuned Bryngwran,660,Isle of Anglesey,Primary,Community,WM,Welsh medium school / provision (including transitional),"Nursery, Infants & Juniors",---,Bryngwran,Caergybi,Ynys Môn,,LL65 3PP,01407720400,49,6602135,Ysgol Gymuned Bryngwran,660,Ynys Môn,Cymuned,WM,Cyfrwng Cymraeg,"Iau, babanod a meithrin",---,Bryngwran,Caergybi,Ynys Môn,,LL65 3PP,01407720400,49,58,POINT (-4.477269444126652 53.26880775252295)
maintained_schools_wg.59,10013466993,6602136,Ysgol Gynradd Brynsiencyn,660,Isle of Anglesey,Primary,Community,WM,Welsh medium school / provision (including transitional),"Nursery, Infants & Juniors",---,Brynsiencyn,Llanfairpwll,Ynys Môn,,LL61 6HZ,01248430457,35,6602136,Ysgol Gynradd Brynsiencyn,660,Ynys Môn,Sefydledig,WM,Cyfrwng Cymraeg,"Iau, babanod a meithrin",---,Brynsiencyn,Llanfairpwll,Ynys Môn,,LL61 6HZ,01248430457,35,59,POINT (-4.272533579147194 53.17703670783465)
maintained_schools_wg.60,10013464727,6602138,Ysgol Cemaes,660,Isle of Anglesey,Primary,Community,WM,Welsh medium school / provision (including transitional),"Nursery, Infants & Juniors",---,Cemaes,Ynys Môn,,,LL67 0LB,01407710225,63,6602138,Ysgol Cemaes,660,Ynys Môn,Cymuned,WM,Cyfrwng Cymraeg,"Iau, babanod a meithrin",---,Cemaes,Ynys Môn,,,LL67 0LB,01407710225,63,60,POINT (-4.456240878784054 53.40802841168306)
maintained_schools_wg.61,200002639720,6602140,Ysgol Esceifiog,660,Isle of Anglesey,Primary,Community,WM,Welsh medium school / provision (including transitional),Infants & Juniors,---,Y Gaerwen,Ynys Môn,,,LL60 6DD,01248421669,129,6602140,Ysgol Esceifiog,660,Ynys Môn,Cymuned,WM,Cyfrwng Cymraeg,Iau a babanod,---,Y Gaerwen,Ynys Môn,,,LL60 6DD,01248421669,129,61,POINT (-4.278878243553984 53.22132132405932)
maintained_schools_wg.62,10013464586,6602142,Ysgol Gymuned y Ffridd,660,Isle of Anglesey,Primary,Community,WM,Welsh medium school / provision (including transitional),"Nursery, Infants & Juniors",---,Gwalchmai,Caergybi,Ynys Môn,,LL65 4SG,01407720477,82,6602142,Ysgol Gymuned y Ffridd,660,Ynys Môn,Cymuned,WM,Cyfrwng Cymraeg,"Iau, babanod a meithrin",---,Gwalchmai,Caergybi,Ynys Môn,,LL65 4SG,01407720477,82,62,POINT (-4.414105371964091 53.25374042418781)
maintained_schools_wg.63,10013461204,6602145,Ysgol Gymuned Moelfre,660,Isle of Anglesey,Primary,Community,WM,Welsh medium school / provision (including transitional),"Nursery, Infants & Juniors",---,Moelfre,Ynys Môn,,,LL72 8NA,01248410546,51,6602145,Ysgol Gymuned Moelfre,660,Ynys Môn,Cymuned,WM,Cyfrwng Cymraeg,"Iau, babanod a meithrin",---,Moelfre,Ynys Môn,,,LL72 8NA,01248410546,51,63,POINT (-4.241059169115791 53.353545631290956)
maintained_schools_wg.64,10013461391,6602146,Ysgol Gynradd Llanbedrgoch,660,Isle of Anglesey,Primary,Community,WM,Welsh medium school / provision (including transitional),"Nursery, Infants & Juniors",---,Llanbedrgoch,Ynys Môn,,,LL76 8SX,01248450291,22,6602146,Ysgol Gynradd Llanbedrgoch,660,Ynys Môn,Cymuned,WM,Cyfrwng Cymraeg,"Iau, babanod a meithrin",---,Llanbedrgoch,Ynys Môn,,,LL76 8SX,01248450291,22,64,POINT (-4.232008501988371 53.30140791054622)
maintained_schools_wg.65,200002640080,6602152,Ysgol Gynradd Llanfairpwll,660,Isle of Anglesey,Primary,Foundation,WM,Welsh medium school / provision (including transitional),Infants & Juniors,---,Llanfairpwll,Ynys Môn,,,LL61 5TX,01248714478,330,6602152,Ysgol Gynradd Llanfairpwll,660,Ynys Môn,Sefydledig,WM,Cyfrwng Cymraeg,Iau a babanod,---,Llanfairpwll,Ynys Môn,,,LL61 5TX,01248714478,330,65,POINT (-4.20411443273086 53.22137960252854)
maintained_schools_wg.66,10013462258,6602153,Ysgol Gymuned Llanfechell,660,Isle of Anglesey,Primary,Community,WM,Welsh medium school / provision (including transitional),"Nursery, Infants & Juniors",---,Llanfechell,Amlwch,Ynys Môn,,LL68 0SA,01407710512,81,6602153,Ysgol Gymuned Llanfechell,660,Ynys Môn,Cymuned,WM,Cyfrwng Cymraeg,"Iau, babanod a meithrin",---,Llanfechell,Amlwch,Ynys Môn,,LL68 0SA,01407710512,81,66,POINT (-4.459317068764798 53.3904147253115)
maintained_schools_wg.67,10013851380,6602154,Ysgol Y Graig,660,Isle of Anglesey,Primary,Community,WM,Welsh medium school / provision (including transitional),"Nursery, Infants & Juniors",---,Ffordd Colleg,Lon Talwrn,Llangefni,Ynys Môn,LL77 7LP,01248723092,367,6602154,Ysgol Y Graig,660,Ynys Môn,Cymuned,WM,Cyfrwng Cymraeg,"Iau, babanod a meithrin",---,Ffordd Colleg,Lon Talwrn,Llangefni,Ynys Môn,LL77 7LP,01248723092,367,67,POINT (-4.297094089150464 53.26080104845266)
maintained_schools_wg.68,10024356753,6602155,YSGOL GYNRADD LLANGOED,660,Isle of Anglesey,Primary,Community,WM,Welsh medium school / provision (including transitional),"Nursery, Infants & Juniors",---,Llangoed,Beaumaris,Ynys Môn,,LL58 8LU,01248490680,85,6602155,YSGOL GYNRADD LLANGOED,660,Ynys Môn,Cymuned,WM,Cyfrwng Cymraeg,"Iau, babanod a meithrin",---,Llangoed,Beaumaris,Ynys Môn,,LL58 8LU,01248490680,85,68,POINT (-4.090467220292215 53.291815227567895)
maintained_schools_wg.69,10013463519,6602156,Ysgol Henblas,660,Isle of Anglesey,Primary,Community,WM,Welsh medium school / provision (including transitional),Infants & Juniors,---,Llangristiolus,Bodorgan,Ynys Môn,,LL62 5DR,01248723944,90,6602156,Ysgol Henblas,660,Ynys Môn,Cymuned,WM,Cyfrwng Cymraeg,Iau a babanod,---,Llangristiolus,Bodorgan,Ynys Môn,,LL62 5DR,01248723944,90,69,POINT (-4.354113499253534 53.23584406554945)
maintained_schools_wg.70,200002644014,6602157,Ysgol Gymuned Llannerch-y-medd,660,Isle of Anglesey,Primary,Community,WM,Welsh medium school / provision (including transitional),"Nursery, Infants & Juniors",---,Llanerchymedd,Ynys Môn,,,LL71 8DP,01248470466,123,6602157,Ysgol Gymuned Llannerch-y-medd,660,Ynys Môn,Cymuned,WM,Cyfrwng Cymraeg,"Iau, babanod a meithrin",---,Llanerchymedd,Ynys Môn,,,LL71 8DP,01248470466,123,70,POINT (-4.375744021152566 53.33137489763596)
maintained_schools_wg.71,10013462701,6602160,Ysgol Pencarnisiog,660,Isle of Anglesey,Primary,Community,WM,Welsh medium school / provision (including transitional),"Nursery, Infants & Juniors",---,Pencarnisiog,Ty Croes,Ynys Môn,,LL63 5RY,01407810622,64,6602160,Ysgol Pencarnisiog,660,Ynys Môn,Cymuned,WM,Cyfrwng Cymraeg,"Iau, babanod a meithrin",---,Pencarnisiog,Ty Croes,Ynys Môn,,LL63 5RY,01407810622,64,71,POINT (-4.469660883441454 53.23490720277186)
maintained_schools_wg.72,10013462104,6602161,Ysgol Gymuned Pentraeth,660,Isle of Anglesey,Primary,Community,WM,Welsh medium school / provision (including transitional),"Nursery, Infants & Juniors",---,Pentraeth,Ynys Môn,,,LL75 8UP,01248450315,77,6602161,Ysgol Gymuned Pentraeth,660,Ynys Môn,Cymuned,WM,Cyfrwng Cymraeg,"Iau, babanod a meithrin",---,Pentraeth,Ynys Môn,,,LL75 8UP,01248450315,77,72,POINT (-4.218848735074131 53.28139477135768)
maintained_schools_wg.73,200002646412,6602162,Ysgol Penysarn,660,Isle of Anglesey,Primary,Community,WM,Welsh medium school / provision (including transitional),"Nursery, Infants & Juniors",---,Penysarn,Ynys Môn,,,LL69 9AZ,01407830678,64,6602162,Ysgol Penysarn,660,Ynys Môn,Cymuned,WM,Cyfrwng Cymraeg,"Iau, babanod a meithrin",---,Penysarn,Ynys Môn,,,LL69 9AZ,01407830678,64,73,POINT (-4.314213683547529 53.39044412488108)
maintained_schools_wg.74,10013466505,6602163,Ysgol Santes Gwenfaen,660,Isle of Anglesey,Primary,Community,WM,Welsh medium school / provision (including transitional),"Nursery, Infants & Juniors",---,Rhoscolyn,Caergybi,Ynys Môn,,LL65 2DX,01407860264,106,6602163,Ysgol Santes Gwenfaen,660,Ynys Môn,Cymuned,WM,Cyfrwng Cymraeg,"Iau, babanod a meithrin",---,Rhoscolyn,Caergybi,Ynys Môn,,LL65 2DX,01407860264,106,74,POINT (-4.598128413213581 53.26634683435473)
maintained_schools_wg.75,10013457895,6602164,Ysgol Gynradd Rhosneigr,660,Isle of Anglesey,Primary,Community,WM,Welsh medium school / provision (including transitional),"Nursery, Infants & Juniors",---,Rhosneigr,Ynys Môn,,,LL64 5XA,01407810571,75,6602164,Ysgol Gynradd Rhosneigr,660,Ynys Môn,Cymuned,WM,Cyfrwng Cymraeg,"Iau, babanod a meithrin",---,Rhosneigr,Ynys Môn,,,LL64 5XA,01407810571,75,75,POINT (-4.517090079023803 53.23131594443653)
maintained_schools_wg.76,10013459967,6602165,Ysgol Gynradd Rhosybol,660,Isle of Anglesey,Primary,Community,WM,Welsh medium school / provision (including transitional),Infants & Juniors,---,Rhosybol,Amlwch,Ynys Môn,,LL68 9PP,01407830484,75,6602165,Ysgol Gynradd Rhosybol,660,Ynys Môn,Cymuned,WM,Cyfrwng Cymraeg,Iau a babanod,---,Rhosybol,Amlwch,Ynys Môn,,LL68 9PP,01407830484,75,76,POINT (-4.364845818324719 53.37353373294612)
maintained_schools_wg.77,200001858850,6602168,Ysgol Gymuned y Fali,660,Isle of Anglesey,Primary,Community,WM,Welsh medium school / provision (including transitional),"Nursery, Infants & Juniors",---,Y Fali,Ynys Môn,,,LL65 3EU,01407740518,118,6602168,Ysgol Gymuned y Fali,660,Ynys Môn,Cymuned,WM,Cyfrwng Cymraeg,"Iau, babanod a meithrin",---,Y Fali,Ynys Môn,,,LL65 3EU,01407740518,118,77,POINT (-4.5686143413093045 53.28119687874881)
maintained_schools_wg.78,100101029790,6602169,Ysgol Llanfawr,660,Isle of Anglesey,Primary,Community,WM,Welsh medium school / provision (including transitional),"Nursery, Infants & Juniors",---,Caergybi,Ynys Môn,,,LL65 2DS,01407762552,256,6602169,Ysgol Llanfawr,660,Ynys Môn,Cymuned,WM,Cyfrwng Cymraeg,"Iau, babanod a meithrin",---,Caergybi,Ynys Môn,,,LL65 2DS,01407762552,256,78,POINT (-4.623830281709193 53.30774143505739)
maintained_schools_wg.79,10013459435,6602170,Ysgol Goronwy Owen,660,Isle of Anglesey,Primary,Community,WM,Welsh medium school / provision (including transitional),Infants & Juniors,---,Benllech,Ynys Môn,,,LL74 8SG,01248852667,138,6602170,Ysgol Goronwy Owen,660,Ynys Môn,Cymuned,WM,Cyfrwng Cymraeg,Iau a babanod,---,Benllech,Ynys Môn,,,LL74 8SG,01248852667,138,79,POINT (-4.228446074609745 53.32175742340089)
maintained_schools_wg.80,10013461260,6602173,Ysgol Gynradd Y Tywyn,660,Isle of Anglesey,Primary,Community,WM,Welsh medium school / provision (including transitional),"Nursery, Infants & Juniors",---,Caergeiliog,Ynys Môn,,,LL65 3LW,01407740781,100,6602173,Ysgol Gynradd Y Tywyn,660,Ynys Môn,Cymuned,WM,Cyfrwng Cymraeg,"Iau, babanod a meithrin",---,Caergeiliog,Ynys Môn,,,LL65 3LW,01407740781,100,80,POINT (-4.523271346204689 53.26312257187157)
maintained_schools_wg.81,10013460204,6602174,Ysgol Gynradd Llandegfan,660,Isle of Anglesey,Primary,Community,WM,Welsh medium school / provision (including transitional),Infants & Juniors,---,Llandegfan,Porthaethwy,Ynys Môn,,LL59 5UW,01248713431,160,6602174,Ysgol Gynradd Llandegfan,660,Ynys Môn,Cymuned,WM,Cyfrwng Cymraeg,Iau a babanod,---,Llandegfan,Porthaethwy,Ynys Môn,,LL59 5UW,01248713431,160,81,POINT (-4.146589878414956 53.24381874135882)
maintained_schools_wg.82,10013462553,6602175,Ysgol Gynradd y Borth,660,Isle of Anglesey,Primary,Community,WM,Welsh medium school / provision (including transitional),Infants & Juniors,---,Porthaethwy,Ynys Môn,,,LL59 5DS,01248713000,192,6602175,Ysgol Gynradd y Borth,660,Ynys Môn,Cymuned,WM,Cyfrwng Cymraeg,Iau a babanod,---,Porthaethwy,Ynys Môn,,,LL59 5DS,01248713000,192,82,POINT (-4.1691046755305115 53.22965531827187)
maintained_schools_wg.83,200002641625,6602176,Ysgol Gynradd Kingsland,660,Isle of Anglesey,Primary,Community,WM,Welsh medium school / provision (including transitional),"Nursery, Infants & Juniors",---,Caergybi,Ynys Môn,,,LL65 2TH,01407763295,166,6602176,Ysgol Gynradd Kingsland,660,Ynys Môn,Cymuned,WM,Cyfrwng Cymraeg,"Iau, babanod a meithrin",---,Caergybi,Ynys Môn,,,LL65 2TH,01407763295,166,83,POINT (-4.625953405877423 53.300267787494086)
maintained_schools_wg.84,100101029760,6602177,Ysgol Gymraeg Morswyn,660,Isle of Anglesey,Primary,Community,WM,Welsh medium school / provision (including transitional),"Nursery, Infants & Juniors",---,Caergybi,Ynys Môn,,,LL65 2PU,01407762233,178,6602177,Ysgol Gymraeg Morswyn,660,Ynys Môn,Cymuned,WM,Cyfrwng Cymraeg,"Iau, babanod a meithrin",---,Caergybi,Ynys Môn,,,LL65 2PU,01407762233,178,84,POINT (-4.62326341441751 53.300947426897956)
maintained_schools_wg.86,10024359940,6602227,Rhyd y Llan,660,Isle of Anglesey,Primary,Community,WM,Welsh medium school / provision (including transitional),"Nursery, Infants & Juniors",---,Llanfaethlu,Caergybi,Ynys Môn,,LL65 4PQ,01407887922,118,6602227,Rhyd y Llan,660,Ynys Môn,Cymuned,WM,Cyfrwng Cymraeg,"Iau, babanod a meithrin",---,Llanfaethlu,Caergybi,Ynys Môn,,LL65 4PQ,01407887922,118,86,POINT (-4.534727699244426 53.35381272364793)
maintained_schools_wg.87,10013466226,6602228,Ysgol Parc y Bont,660,Isle of Anglesey,Primary,Community,WM,Welsh medium school / provision (including transitional),"Nursery, Infants & Juniors",---,Llanddaniel Fab,,,Ynys Môn,LL60 6ES,01248422350,113,6602228,Ysgol Parc y Bont,660,Ynys Môn,Cymuned,WM,Cyfrwng Cymraeg,"Iau, babanod a meithrin",---,Llanddaniel Fab,,,Ynys Môn,LL60 6ES,01248422350,113,87,POINT (-4.252540402160438 53.211860499649625)
maintained_schools_wg.88,10024360082,6603036,Cybi,660,Isle of Anglesey,Primary,Community,WM,Welsh medium school / provision (including transitional),"Nursery, Infants & Juniors",Church in Wales,Ffordd Garreglwyd,,,CAERGYBI,LL65 1NS,01407883150,425,6603036,Cybi,660,Ynys Môn,Cymuned,WM,Cyfrwng Cymraeg,"Iau, babanod a meithrin",Eglwys yng Nghymru,Ffordd Garreglwyd,,,CAERGYBI,LL65 1NS,01407883150,425,88,POINT (-4.640300942225867 53.310002167404924)
maintained_schools_wg.89,10090599433,6603037,Ysgol Santes Dwynwen,660,Isle of Anglesey,Primary,Voluntary controlled,WM,Welsh medium school / provision (including transitional),"Nursery, Infants & Juniors",Church in Wales,Niwbwrch,,,Ynys Môn,LL61 6TE,01248663894,106,6603037,Ysgol Santes Dwynwen,660,Ynys Môn,Gwirfoddol a Reolir,WM,Cyfrwng Cymraeg,"Iau, babanod a meithrin",Eglwys yng Nghymru,Niwbwrch,,,Ynys Môn,LL61 6TE,01248663894,106,89,POINT (-4.358142171459067 53.16785154826625)
maintained_schools_wg.90,100100961887,6603304,Ysgol Santes Fair,660,Isle of Anglesey,Primary,Voluntary aided,EM,Welsh medium school / provision (including transitional),"Nursery, Infants & Juniors",Roman Catholic,Longford Road,Holyhead,Anglesey,,LL65 1TR,01407763176,99,6603304,Ysgol Santes Fair,660,Ynys Môn,Gwirfoddol a Gynorthwyir,EM,Cyfrwng Saesneg,"Iau, babanod a meithrin",Eglwys Gatholig,Longford Road,Holyhead,Anglesey,,LL65 1TR,01407763176,99,90,POINT (-4.634425200611712 53.3081731176448)
maintained_schools_wg.91,10013458732,6604025,Ysgol Syr Thomas Jones,660,Isle of Anglesey,Secondary,Community,BB,Welsh medium school / provision (including transitional),Secondary (ages 11-19),---,Pentrefelin,Amlwch,Ynys Mon,,LL68 9TH,01407830287,537,6604025,Ysgol Syr Thomas Jones,660,Ynys Môn,Cymuned,BB,Ddwyieithog (Categori B),Uwchradd (ystod oedran 11-19),---,Pentrefelin,Amlwch,Ynys Mon,,LL68 9TH,01407830287,537,91,POINT (-4.351810914505163 53.402705684104795)
maintained_schools_wg.92,200002640554,6604026,Ysgol Uwchradd Caergybi,660,Isle of Anglesey,Secondary,Community,EW,Welsh medium school / provision (including transitional),Secondary (ages 11-19),---,Caergybi,Ynys Môn,,,LL65 1NP,01407762219,818,6604026,Ysgol Uwchradd Caergybi,660,Ynys Môn,Cymuned,EW,Cyfrwng Saesneg yn bennaf ond â defnydd sylweddol or Gymraeg,Uwchradd (ystod oedran 11-19),---,Caergybi,Ynys Môn,,,LL65 1NP,01407762219,818,92,POINT (-4.639679660391474 53.311338744349456)
maintained_schools_wg.93,200002644703,6604027,Ysgol Gyfun Llangefni,660,Isle of Anglesey,Secondary,Community,BB,Welsh medium school / provision (including transitional),Secondary (ages 11-19),---,Llangefni,Ynys Môn,,,LL77 7NG,01248723441,761,6604027,Ysgol Gyfun Llangefni,660,Ynys Môn,Cymuned,BB,Ddwyieithog (Categori B),Uwchradd (ystod oedran 11-19),---,Llangefni,Ynys Môn,,,LL77 7NG,01248723441,761,93,POINT (-4.320262520409446 53.25609032286881)
maintained_schools_wg.94,200002638290,6604028,Ysgol David Hughes,660,Isle of Anglesey,Secondary,Community,BB,Welsh medium school / provision (including transitional),Secondary (ages 11-19),---,Ffordd Pentraeth,Porthaethwy,Ynys Môn,,LL59 5SS,01248712287,1123,6604028,Ysgol David Hughes,660,Ynys Môn,Cymuned,BB,Ddwyieithog (Categori B),Uwchradd (ystod oedran 11-19),---,Ffordd Pentraeth,Porthaethwy,Ynys Môn,,LL59 5SS,01248712287,1123,94,POINT (-4.17712147276993 53.2281964430146)
maintained_schools_wg.95,200002642180,6604029,Ysgol Uwchradd Bodedern,660,Isle of Anglesey,Secondary,Community,BB,Welsh medium school / provision (including transitional),Secondary (ages 11-19),---,Bro Alaw,Bodedern,Caergybi,Ynys Môn,LL65 3TL,01407741000,810,6604029,Ysgol Uwchradd Bodedern,660,Ynys Môn,Cymuned,BB,Ddwyieithog (Categori B),Uwchradd (ystod oedran 11-19),---,Bro Alaw,Bodedern,Caergybi,Ynys Môn,LL65 3TL,01407741000,810,95,POINT (-4.5050642638568394 53.29118117500753)
maintained_schools_wg.96,200002642487,6605200,Ysgol Caergeiliog,660,Isle of Anglesey,Primary,Foundation,DS,Dual language school / provision (Welsh and English) (including transitional),"Nursery, Infants & Juniors",---,Caergeiliog,Caergybi,Ynys Môn,,LL65 3NP,01407740619,309,6605200,Ysgol Caergeiliog,660,Ynys Môn,Sefydledig,DS,Ddwy ffrwd,"Iau, babanod a meithrin",---,Caergeiliog,Caergybi,Ynys Môn,,LL65 3NP,01407740619,309,96,POINT (-4.531010876140553 53.274466772304706)
maintained_schools_wg.97,200003183969,6612000,Ysgol Gwaun Gyfni,661,Gwynedd,Primary,Community,WM,Welsh medium school / provision (including transitional),"Nursery, Infants & Juniors",---,Deiniolen,Gwynedd,,,LL55 3LT,01286870687,131,6612000,Ysgol Gwaun Gyfni,661,Gwynedd,Cymuned,WM,Cyfrwng Cymraeg,"Iau, babanod a meithrin",---,Deiniolen,Gwynedd,,,LL55 3LT,01286870687,131,97,POINT (-4.128440788367132 53.1474772488586)
maintained_schools_wg.98,200002950191,6612004,YSGOL GYNRADD NEFYN,661,Gwynedd,Primary,Community,WM,Welsh medium school / provision (including transitional),"Nursery, Infants & Juniors",---,Ffordd Dewi Sant,Nefyn,Pwllheli,Gwynedd,LL53 6EA,01758720765,131,6612004,YSGOL GYNRADD NEFYN,661,Gwynedd,Cymuned,WM,Cyfrwng Cymraeg,"Iau, babanod a meithrin",---,Ffordd Dewi Sant,Nefyn,Pwllheli,Gwynedd,LL53 6EA,01758720765,131,98,POINT (-4.524316068429425 52.9352359448037)
maintained_schools_wg.99,10070368307,6612006,Ysgol Llanrug,661,Gwynedd,Primary,Community,WM,Welsh medium school / provision (including transitional),"Nursery, Infants & Juniors",---,Caernarfon,Gwynedd,,,LL55 4AL,01286674905,265,6612006,Ysgol Llanrug,661,Gwynedd,Cymuned,WM,Cyfrwng Cymraeg,"Iau, babanod a meithrin",---,Caernarfon,Gwynedd,,,LL55 4AL,01286674905,265,99,POINT (-4.191381377817464 53.14743198313801)
maintained_schools_wg.100,10070365300,6612008,Ysgol Gynradd Abererch,661,Gwynedd,Primary,Community,WM,Welsh medium school / provision (including transitional),"Nursery, Infants & Juniors",---,Abererch,Pwllheli,Gwynedd,,LL53 6YU,01758613441,71,6612008,Ysgol Gynradd Abererch,661,Gwynedd,Cymuned,WM,Cyfrwng Cymraeg,"Iau, babanod a meithrin",---,Abererch,Pwllheli,Gwynedd,,LL53 6YU,01758613441,71,100,POINT (-4.384425150392043 52.90354611086936)
maintained_schools_wg.101,200003180072,6612010,YSGOL BEDDGELERT,661,Gwynedd,Primary,Community,WM,Welsh medium school / provision (including transitional),"Nursery, Infants & Juniors",---,Beddgelert,Gwynedd,,,LL55 4UY,01766890307,31,6612010,YSGOL BEDDGELERT,661,Gwynedd,Cymuned,WM,Cyfrwng Cymraeg,"Iau, babanod a meithrin",---,Beddgelert,Gwynedd,,,LL55 4UY,01766890307,31,101,POINT (-4.105634580846022 53.01237747765601)
maintained_schools_wg.102,10070343104,6612011,Ysgol Bethel,661,Gwynedd,Primary,Community,WM,Welsh medium school / provision (including transitional),"Nursery, Infants & Juniors",---,Caernarfon,Gwynedd,,,LL55 1AX,01248670663,147,6612011,Ysgol Bethel,661,Gwynedd,Cymuned,WM,Cyfrwng Cymraeg,"Iau, babanod a meithrin",---,Caernarfon,Gwynedd,,,LL55 1AX,01248670663,147,102,POINT (-4.205227711324747 53.16490610062095)
maintained_schools_wg.103,10070282906,6612013,Ysgol Bodfeurig,661,Gwynedd,Primary,Community,WM,Welsh medium school / provision (including transitional),"Nursery, Infants & Juniors",---,Tregarth,Gwynedd,,,LL57 4RN,01248600760,55,6612013,Ysgol Bodfeurig,661,Gwynedd,Cymuned,WM,Cyfrwng Cymraeg,"Iau, babanod a meithrin",---,Tregarth,Gwynedd,,,LL57 4RN,01248600760,55,103,POINT (-4.090034584613782 53.178177406995985)
maintained_schools_wg.104,10070344813,6612015,YSGOL GYNRADD BORTH-Y-GEST,661,Gwynedd,Primary,Community,WM,Welsh medium school / provision (including transitional),"Nursery, Infants & Juniors",---,Porthmadog,Gwynedd,,,LL49 9UF,01766513285,32,6612015,YSGOL GYNRADD BORTH-Y-GEST,661,Gwynedd,Cymuned,WM,Cyfrwng Cymraeg,"Iau, babanod a meithrin",---,Porthmadog,Gwynedd,,,LL49 9UF,01766513285,32,104,POINT (-4.139385890000816 52.91431915063054)
